Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
A;Neuruppin;Kommune;-;03391 / 355-700;tiefbau@neuruppin.de;16816;Fachbereich Tiefbau und Verkehr Neuruppin;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Norderstedt;Kommune;-;040 / 53595-0;info@norderstedt.de;22846;Fachbereich Tiefbau und Verkehr Norderstedt;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Oranienburg;Kommune;-;03301 / 600-6100;tiefbau@oranienburg.de;16515;Fachbereich Tiefbau und Verkehr Oranienburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Rotenburg (Wümme);Kommune;-;04261 / 71-0;info@rotenburg-wuemme.de;27356;Fachbereich Tiefbau und Verkehr Rotenburg (Wümme);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Schwedt/Oder;Kommune;-;03332 / 446-400;tiefbau@schwedt.de;16303;Fachbereich Tiefbau und Verkehr Schwedt/Oder;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Stralsund;Kommune;-;03831 / 253-600;tiefbau@stralsund.de;18439;Fachbereich Tiefbau und Verkehr Stralsund;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Braunschweig;Kommune;-;0531 / 470-6501;fb66@braunschweig.de;38100;Fachbereich Tiefbau und Verkehr – Stadt Braunschweig (FB 66);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Hannover;Kommune;-;0511 / 168-42601;tiefbau@hannover-stadt.de;30159;Fachbereich Tiefbau – Landeshauptstadt Hannover;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Göttingen;Kommune;-;0551 / 400-0;tiefbau@goettingen.de;37073;Fachbereich Tiefbau – Stadt Göttingen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Hildesheim;Kommune;-;05121 / 301-0;tiefbau@stadt-hildesheim.de;31134;Fachbereich Tiefbau – Stadt Hildesheim (FB 66);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Reinbek;Kommune;-;040 / 72750-0;info@reinbek.de;21465;Fachdienst Tiefbau Reinbek;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Pinneberg;Kommune;-;04101 / 211-0;info@pinneberg.de;25421;Fachdienst Tiefbau und Grünflächen Pinneberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Schwerin;Kommune;-;0385 / 545-3200;tiefbau@schwerin.de;19053;Fachdienst Tiefbau und Grünflächen Schwerin;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Ahrensburg;Kommune;-;04102 / 77-0;info@ahrensburg.de;22926;Fachdienst Tiefbau und Verkehr Ahrensburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bad Oldesloe;Kommune;-;04531 / 504-0;info@badoldesloe.de;23843;Fachdienst Tiefbau und Verkehr Bad Oldesloe;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Elmshorn;Kommune;-;04121 / 231-0;info@elmshorn.de;25335;Fachdienst Tiefbau und Verkehr Elmshorn;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Geesthacht;Kommune;-;04152 / 13-0;info@geesthacht.de;21502;Fachdienst Tiefbau und Verkehr Geesthacht;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Neumünster;Kommune;-;04321 / 942-0;info@neumuenster.de;24534;Fachdienst Tiefbau und Verkehr Neumünster;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Quickborn;Kommune;-;04106 / 611-0;info@quickborn.de;25451;Fachdienst Tiefbau und Verkehr Quickborn;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Abteilung Tiefbau der Stadt Frankenthal;Kommune;;06233 / 89-600;tiefbau@frankenthal.de;67227;Frankenthal (Pfalz);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Amt für Straßenbau und Erschließung (ASE);Kommune;Michaela Kraft (Leiterin ASE);069 / 212-39600;ase@stadt-frankfurt.de;60311;Frankfurt am Main;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt / Fachbereich Tiefbau der Stadt Freiberg;Kommune;;03731 / 273-361;tiefbauamt@freiberg.de;09599;Freiberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Garten- und Tiefbauamt der Stadt Freiburg;Kommune;Frank Uekermann (Amtsleiter);0761 / 201-4601;guta@stadt.freiburg.de;79098;Freiburg im Breisgau;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Großen Kreisstadt Freising;Kommune;;08161 / 54-46100;tiefbauamt@freising.de;85354;Freising;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fachbereich Stadtentwicklung, Bau und Umwelt (inkl. Tiefbau);Kommune;;0351 / 6476-0;stadtverwaltung@freital.de;01705;Freital;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bauamt / Tiefbau der Stadt Friedberg;Kommune;;0821 / 6002-0;bauamt@friedberg.de;86316;Friedberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Fulda;Kommune;;0661 / 102-1700;tiefbauamt@fulda.de;36037;Fulda;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bauamt / Tiefbau der Großen Kreisstadt FFB;Kommune;;08141 / 281-0;bauamt@fuerstenfeldbruck.de;82256;Fürstenfeldbruck;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Oderland Straßenbau GmbH;Privat (Straßenbau);;03361 / 7410;info@oderland-strassenbau.de;15517;Fürstenwalde/Spree;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Tiefbau, Asphaltbau
A;Stadt Fürth – Tiefbauamt;Kommune;Rudolf Kucera (Amtsleiter);(0911) 974-3201;tfa@fuerth.de;90762;Fürth;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;"Straßen- und Brückenbau; Bauhof; Verwaltung"
A;Bauamt / Tiefbau des Marktes Garmisch-Partenkirchen;Kommune;;08821 / 730-0;bauamt@gapa.de;82467;Garmisch-Partenkirchen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Referat Tiefbau / Straßenunterhaltung (69/3.2);Kommune;;0209 / 169-0;stadt@gelsenkirchen.de;45879;Gelsenkirchen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Heckmann Bau GmbH;Privat (Straßenbau);;0209 / 95720;info@heckmann-bau.de;45891;Gelsenkirchen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Kanalbau
A;Tiefbauamt / Amt für Tiefbau und Verkehr der Stadt Gera;Kommune;;0365 / 838-4601;tiefbauamt@gera.de;07545;Gera;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Schill & Geiger GmbH;Privat (Straßenbau);Günter Schill (Vertretung);09267 9999010;buero@schill-geiger.de;95179;Geroldsgrün;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Asphaltsanierung (öffentliche Straßen/Plätze)
A;Wolfsburg;Kommune;-;05361 / 28-0;info@stadt.wolfsburg.de;38440;Geschäftsbereich Straßenbau – Stadt Wolfsburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Universitätsstadt Gießen;Kommune;Peter Ravizza (Amtsleiter);0641 / 306-2151;tiefbauamt@giessen.de;35390;Gießen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Gehrke Straßen- und Tiefbau GmbH;Privat (Straßenbau);;05371 / 9405;info@gehrke-bau.de;38518;Gifhorn;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Kanalbau, Asphalt, Pflaster
A;Fachbereich Tiefbau und Grünflächen;Kommune;;02043 / 99-0;info@stadt-gladbeck.de;45964;Gladbeck;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Pommersche Tiefbau GmbH Greifswald;Privat (Straßenbau);;03834 / 5515;info@pommersche-tiefbau.de;17489;Greifswald;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Tiefbau, Leitungsbau, Pflaster
A;Bauamt / Fachbereich Bau der Stadt Grimma (inkl. Tiefbau);Kommune;;03437 / 985-0;stadtverwaltung@grimma.de;04668;Grimma;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Göppingen;Kommune;;07161 / 650-4600;tiefbauamt@goeppingen.de;73033;Göppingen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbau- und Grünflächenamt der Stadt Görlitz;Kommune;Torsten Tschage (Amtsleiter);03581 / 67-1601;tiefbau@goerlitz.de;02826;Görlitz;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Otto Alte-Teigeler GmbH;Privat (Straßenbau);;0551 / 5050;info@alte-teigeler.de;37079;Göttingen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Kanalbau, Pflaster
A;ARGE Straßenbau Güstrow GmbH;Privat (Straßenbau);;03843 / 7780;info@arge-strassenbau.de;18273;Güstrow;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Wegebau, Asphaltierung
A;Fachbereich Tiefbau der Stadt Halle (Saale);Kommune;;0345 / 221-4660;tiefbau@halle.de;06108;Halle (Saale);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Mense-Korte Ingenieure + Bau GmbH;Privat (Straßenbau);;02364 / 1084;info@mense-korte.de;45721;Haltern am See;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Tiefbau, Straßenbau, Kanalbau
A;Rinne Straßen- und Tiefbau GmbH;Privat (Straßenbau);;05151 / 9410;info@rinne-bau.de;31785;Hameln;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphalt, Pflaster, Tiefbau; Region Weserbergland"
A;Fritz Spieker GmbH;Privat (Straßenbau);;02381 / 9818;info@spieker-hamm.de;59071;Hamm;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Pflaster
A;Schaupp Asphalt-Bau GmbH & Co. KG;Privat (Straßenbau);Joachim Schaupp (Vertretung);+49 9732 788630;schaupp@asphalt-bau.de;97762;Hammelburg – Westheim;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Neubau & Sanierung von Asphaltflächen
A;Eigenbetrieb Hanau Infrastruktur Service (HIS) – Bereich Tiefbau;Kommune;;06181 / 295-8600;his@hanau.de;63450;Hanau;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Rohde Verkehrsbau GmbH – Hannover;Privat (Straßenbau);-;0511 / 6747-200;info@rohde-verkehrsbau.de;30179;Hannover;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Verkehrswegebau, Asphalt, Markierung, Autobahnbau; Tochter von GP Papenburg"
A;Raulf Straßen- und Tiefbau GmbH;Privat (Straßenbau);;0511 / 6040;info@raulf-bau.de;30179;Hannover;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Asphalt, Tiefbau, Pflasterarbeiten
A;Hungerland GmbH;Privat (Straßenbau);;0511 / 9839;info@hungerland.de;30179;Hannover;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Tiefbau, Kanalbau, Pflaster
A;Tiefbauamt der Stadt Heidelberg;Kommune;Klaus-Peter Hofbauer (Amtsleiter);06221 / 58-27500;tiefbauamt@heidelberg.de;69117;Heidelberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Heidenheim;Kommune;;07321 / 323-4600;tiefbauamt@heidenheim.de;89518;Heidenheim an der Brenz;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Amt für Straßenwesen der Stadt Heilbronn;Kommune;;07131 / 56-2600;strassenwesen@heilbronn.de;74072;Heilbronn;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Hermanns Straßen- und Tiefbau GmbH;Privat (Straßenbau);;05351 / 5390;info@hermanns-bau.de;38350;Helmstedt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Tiefbau, Asphalt, Pflasterarbeiten
A;Heinrich Rädel GmbH Hennigsdorf;Privat (Straßenbau);;03302 / 2049;info@raedel-bau.de;16761;Hennigsdorf;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Tiefbau, Erdbau, Pflaster
A;Fachbereich Tiefbau und Verkehr (53);Kommune;;02323 / 16-2467;tiefbauamt@herne.de;44623;Herne;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Heitkamp Erd- und Straßenbau GmbH;Privat (Straßenbau);;02325 / 984;info@heitkamp.com;44625;Herne;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Erdbau, Straßenbau, Asphalt, Deponiebau; seit 1892"
A;Kutter GmbH & Co. KG – NL Hildesheim;Privat (Straßenbau);;05121 / 2087;info@kutter.de;31137;Hildesheim;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Kanalbau
A;Stadt Hof – Fachbereich 66 Tiefbau;Kommune;Bernd Bernhuber (Fachbereichsleiter);09281 815-1560;tiefbau@stadt-hof.de;95028;Hof;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Straßenunterhalt (Fachbereich genannt)
A;Steinbrecher Bau GmbH;Privat (Straßenbau);;05531 / 9508;info@steinbrecher-bau.de;37603;Holzminden;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphalt, Pflaster; Region Weserbergland"
A;Bauamt / Abt. Tiefbau der Kreisstadt Homburg;Kommune;;06841 / 101-400;tiefbau@homburg.de;66424;Homburg (Saar);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fachbereich Tiefbau;Kommune;;05451 / 931-0;info@ibbenbueren.de;49477;Ibbenbüren;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Ingolstadt;Kommune;;0841 / 305-2501;tiefbauamt@ingolstadt.de;85049;Ingolstadt;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fachdienst Tiefbau / Kommunalservice Jena (KSJ);Kommune;;03641 / 49-0;tiefbau@jena.de;07743;Jena;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Referat Tiefbau der Stadt Kaiserslautern;Kommune;;0631 / 365-2601;tiefbau@kaiserslautern.de;67657;Kaiserslautern;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Karlsruhe;Kommune;Heike Weißer (Amtsleiterin);0721 / 133-6601;tiefbauamt@karlsruhe.de;76131;Karlsruhe;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Straßenverkehrs- und Tiefbauamt (Amt 66);Kommune;;0561 / 787-6601;tiefbauamt@stadt-kassel.de;34117;Kassel;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Konrad Bau GmbH & Co. KG;Privat (Straßenbau);;0561 / 5700;info@konrad-bau.de;34123;Kassel;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Erdbau, Kanalbau
A;Tiefbauamt der Stadt Kaufbeuren;Kommune;;08341 / 437-601;tiefbauamt@kaufbeuren.de;87600;Kaufbeuren;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Heinrich Meier Tief- und Straßenbau GmbH;Privat (Straßenbau);;02152 / 9197;info@meier-tiefbau.de;47906;Kempen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Tiefbau, Pflaster; Niederrhein"
A;Tiefbauamt der Stadt Kempten;Kommune;;0831 / 2525-6001;tiefbauamt@kempten.de;87435;Kempten (Allgäu);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Kirchheim unter Teck;Kommune;;07021 / 502-400;tiefbauamt@kirchheim-teck.de;73230;Kirchheim unter Teck;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fachbereich Tiefbau;Kommune;;02821 / 84-0;info@kleve.de;47533;Kleve;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Konstanz;Kommune;;07531 / 900-2600;tiefbauamt@konstanz.de;78462;Konstanz;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fachbereich 66 - Tiefbau;Kommune;;02151 / 86-0;FB66@krefeld.de;47799;Krefeld;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bauamt der Stadt (inkl. Tiefbau);Kommune;;09261 / 97-0;poststelle@stadt-kronach.de;96317;Kronach;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Lahr;Kommune;;07821 / 910-0;tiefbauamt@lahr.de;77933;Lahr/Schwarzwald;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Hamburg;Kommune;-;040 / 42826-0;info@lsbg.hamburg.de;20095;Landesbetrieb Straßen, Brücken und Gewässer (LSBG) Hamburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Landshut;Kommune;;0871 / 88-1660;tiefbauamt@landshut.de;84028;Landshut;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Helfrich Bau GmbH;Privat (Straßenbau);;0511 / 7266;info@helfrich-bau.de;30855;Langenhagen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Pflaster, Kanalbau
A;Schütte Bau GmbH;Privat (Straßenbau);;0511 / 7255;info@schuette-bau.de;30855;Langenhagen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Asphalt, Tiefbau, Erschließung
A;Deutsche Asphalt GmbH – Werk Hannover/Region;Privat (Straßenbau);;0511 / 7262-50;info@deutsche-asphalt.de;30855;Langenhagen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Asphaltproduktion, Walzasphalt, Splittmastix, Gussasphalt; Tochter GP Papenburg"
A;Verkehrs- und Tiefbauamt (Amt 66);Kommune;Michael Jana (Amtsleiter);0341 / 123-6600;verkehrs-und-tiefbauamt@leipzig.de;04109;Leipzig;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt der Stadt Leonberg;Kommune;;07152 / 990-2600;tiefbauamt@leonberg.de;71229;Leonberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Tiefbauamt / Bauamt;Kommune;;09571 / 18352;bauamt@lichtenfels.de;96215;Lichtenfels;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bauamt / Tiefbau der Großen Kreisstadt Lindau;Kommune;;08382 / 270-0;bauamt@lindau.de;88131;Lindau (Bodensee);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fachbereich Tiefbau und Grünflächen der Stadt Ludwigsburg;Kommune;;07141 / 910-2600;tiefbau@ludwigsburg.de;71638;Ludwigsburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;STB Tief- und Straßenbau GmbH Ludwigsfelde;Privat (Straßenbau);;03378 / 5121;info@stb-ludwigsfelde.de;14974;Ludwigsfelde;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Tiefbau, Kanalbau, Erdbau
A;Bereich Tiefbau der Stadt Ludwigshafen;Kommune;;0621 / 504-3100;tiefbau@ludwigshafen.de;67059;Ludwigshafen am Rhein;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
